epoch,PCC,PCC_RMSE,RMSE,loss,mse,val_PCC,val_PCC_RMSE,val_RMSE,val_loss,val_mse
11,0.686043381690979,0.5406955480575562,1.069528341293335,1.1341496706008911,1.918489694595337,0.6480840444564819,0.5901827216148376,1.1493642330169678,1.2116594314575195,2.1832075119018555
12,0.6927249431610107,0.5322670340538025,1.0563714504241943,1.1193442344665527,1.897457480430603,0.6652787923812866,0.5764588117599487,1.1391133069992065,1.197689175605774,2.169435739517212
13,0.7116389870643616,0.5093668103218079,1.0245624780654907,1.078855037689209,1.8096518516540527,0.6453768014907837,0.5937022566795349,1.1523735523223877,1.2043043375015259,2.2099950313568115
14,0.7278960347175598,0.4918324649333954,1.004217267036438,1.0547223091125488,1.7299625873565674,0.6241956353187561,0.6476051807403564,1.2877765893936157,1.3403570652008057,2.7224273681640625
15,0.7363635301589966,0.48033201694488525,0.9866167902946472,1.0359630584716797,1.6847056150436401,0.6445348262786865,0.6170911192893982,1.2317893505096436,1.2787928581237793,2.5754146575927734
16,0.7497683763504028,0.46347111463546753,0.9611963629722595,1.0089176893234253,1.6095095872879028,0.6635013818740845,0.570436954498291,1.1128755807876587,1.159964919090271,2.0639538764953613
17,0.7629794478416443,0.4473123252391815,0.9381207823753357,0.9840936064720154,1.537190556526184,0.671307384967804,0.585601806640625,1.1882721185684204,1.2368943691253662,2.3227427005767822
18,0.7818753123283386,0.42386117577552795,0.9037514925003052,0.9492403864860535,1.4394794702529907,0.6661516427993774,0.579947292804718,1.1539459228515625,1.1976408958435059,2.245378255844116
19,0.7921069264411926,0.4098922610282898,0.8810282945632935,0.9262180924415588,1.3786424398422241,0.6714934706687927,0.5671059489250183,1.1262930631637573,1.1694716215133667,2.1481339931488037
20,0.8065853714942932,0.39057856798171997,0.8501514196395874,0.8927610516548157,1.2967230081558228,0.6681267023086548,0.5823348164558411,1.1657086610794067,1.2069389820098877,2.290743350982666
21,0.8196547627449036,0.37261682748794556,0.8210564255714417,0.8626512289047241,1.2185046672821045,0.6692721247673035,0.6201401352882385,1.2981349229812622,1.3401488065719604,2.8536019325256348
22,0.8257062435150146,0.3659170866012573,0.8127536773681641,0.8566312789916992,1.196812391281128,0.6703583002090454,0.6248415112495422,1.316070795059204,1.3587961196899414,2.9140846729278564
23,0.8342092037200928,0.3569013774394989,0.8028433322906494,0.8445401191711426,1.1553404331207275,0.6599442362785339,0.5751352310180664,1.1261383295059204,1.168487548828125,2.0776314735412598
24,0.8423978090286255,0.3466612696647644,0.7877531051635742,0.8296252489089966,1.1174408197402954,0.6563548445701599,0.5855677127838135,1.147891640663147,1.1883893013000488,2.220210552215576
25,0.8572983145713806,0.32372787594795227,0.7457832098007202,0.786990225315094,1.0108249187469482,0.6673189401626587,0.5625206232070923,1.1016759872436523,1.1413565874099731,2.057950258255005
26,0.8650045394897461,0.31506142020225525,0.735456109046936,0.7743583917617798,0.9739507436752319,0.6700222492218018,0.5654427409172058,1.1146509647369385,1.1527678966522217,2.1213250160217285
27,0.8699513673782349,0.307314932346344,0.7206926345825195,0.7605610489845276,0.9365803003311157,0.6719629764556885,0.580411970615387,1.1697781085968018,1.2096678018569946,2.310307741165161
28,0.8800162672996521,0.2928765118122101,0.6965274810791016,0.7341703176498413,0.8775594830513,0.666767954826355,0.5944387316703796,1.2023476362228394,1.237209439277649,2.3971402645111084
29,0.8860344290733337,0.28619396686553955,0.6881372332572937,0.726448655128479,0.8547253608703613,0.6702789068222046,0.5586943030357361,1.0950545072555542,1.1312922239303589,2.0297157764434814
30,0.8912152051925659,0.2757662832736969,0.6653882265090942,0.7017149925231934,0.8106820583343506,0.6812559962272644,0.5596568584442139,1.1202260255813599,1.1582152843475342,2.162458896636963
31,0.8940339684486389,0.2715487778186798,0.6580621600151062,0.6941385865211487,0.7950385808944702,0.6655140519142151,0.5782204866409302,1.1455461978912354,1.1810481548309326,2.1754467487335205
32,0.8986556529998779,0.265878289937973,0.6495087742805481,0.6883359551429749,0.7646532654762268,0.6870061159133911,0.5521904230117798,1.1055560111999512,1.1443907022476196,2.0790250301361084
33,0.9042463302612305,0.25892606377601624,0.6398082971572876,0.6763918995857239,0.737052321434021,0.6686734557151794,0.5631754994392395,1.1000094413757324,1.1358872652053833,2.070241928100586
34,0.9062836170196533,0.25552433729171753,0.632975161075592,0.6691697239875793,0.7268432378768921,0.6656452417373657,0.577057957649231,1.1376161575317383,1.1749211549758911,2.1919796466827393
35,0.915967583656311,0.23767346143722534,0.5960343480110168,0.6328796148300171,0.6506439447402954,0.6700148582458496,0.5726441144943237,1.1348713636398315,1.1693917512893677,2.159409284591675
36,0.9187031388282776,0.23707342147827148,0.600657045841217,0.6354324221611023,0.6462240219116211,0.669226884841919,0.6128706336021423,1.267364263534546,1.3051848411560059,2.7199342250823975
37,0.9232990145683289,0.2292972207069397,0.5854178667068481,0.6218857169151306,0.6155109405517578,0.6842525005340576,0.571273148059845,1.164401650428772,1.199138879776001,2.308645486831665
38,0.92548006772995,0.22552679479122162,0.5777329802513123,0.6112367510795593,0.6078284978866577,0.6786047220230103,0.551880419254303,1.0904319286346436,1.1234989166259766,2.028095006942749
39,0.9292694330215454,0.21793866157531738,0.5616267323493958,0.5950687527656555,0.5722869634628296,0.6782655119895935,0.5996010899543762,1.2446718215942383,1.278934359550476,2.66947340965271
40,0.9298327565193176,0.2193531095981598,0.5675151944160461,0.6024802923202515,0.5774601697921753,0.6788607835769653,0.5584854483604431,1.107613205909729,1.1411854028701782,2.077094554901123
41,0.9337353706359863,0.21102815866470337,0.5487721562385559,0.5822369456291199,0.5397504568099976,0.6851034164428711,0.5532899498939514,1.1044284105300903,1.1383522748947144,2.0525472164154053
42,0.9392029643058777,0.20331290364265442,0.5359359979629517,0.5694534778594971,0.5064159631729126,0.683624804019928,0.5643256306648254,1.1424860954284668,1.1769168376922607,2.2552895545959473
43,0.9364988207817078,0.20802362263202667,0.5451667308807373,0.579136073589325,0.528377115726471,0.6877173185348511,0.5640576481819153,1.149688482284546,1.1871951818466187,2.2167513370513916
44,0.9406833052635193,0.2001505196094513,0.5287003517150879,0.5640714168548584,0.4977763295173645,0.6803582310676575,0.557433009147644,1.108752727508545,1.1418695449829102,2.0878007411956787
45,0.9447791576385498,0.19525033235549927,0.5218345522880554,0.5560182332992554,0.48195260763168335,0.6855133771896362,0.5617424845695496,1.1309140920639038,1.1649149656295776,2.163442373275757
46,0.9468404650688171,0.1894204467535019,0.507448136806488,0.5418927669525146,0.45911839604377747,0.6918883919715881,0.5736567974090576,1.1914678812026978,1.2229969501495361,2.3239457607269287
47,0.9491704702377319,0.1861438751220703,0.5018081665039062,0.5347853302955627,0.4398832321166992,0.6701474785804749,0.5777165293693542,1.151243805885315,1.1850303411483765,2.2194132804870605
48,0.948658287525177,0.18605844676494598,0.5003256797790527,0.5345984101295471,0.44474494457244873,0.6851040720939636,0.5562967658042908,1.1122697591781616,1.147059679031372,2.09143328666687
49,0.9513798356056213,0.17977029085159302,0.4856688380241394,0.5191720128059387,0.41911762952804565,0.6842242479324341,0.5677603483200073,1.154822587966919,1.1902836561203003,2.2813024520874023
50,0.9514144062995911,0.1863812506198883,0.5078460574150085,0.5431072115898132,0.45599350333213806,0.6754842400550842,0.5593979358673096,1.1029770374298096,1.1370338201522827,2.0453903675079346
51,0.954412043094635,0.17558109760284424,0.4789566993713379,0.5101856589317322,0.406609445810318,0.6820654273033142,0.5538287162780762,1.1056451797485352,1.1378217935562134,2.0527336597442627
52,0.9539859890937805,0.1799166202545166,0.49227604269981384,0.5239514112472534,0.4295896291732788,0.6850658059120178,0.5843249559402466,1.2087440490722656,1.2404330968856812,2.4071836471557617
53,0.956365168094635,0.17170964181423187,0.4705197215080261,0.5029577016830444,0.39223408699035645,0.6864394545555115,0.547584056854248,1.0892434120178223,1.1218968629837036,2.03171968460083
54,0.9573288559913635,0.1691683828830719,0.46437403559684753,0.49682557582855225,0.3795308470726013,0.690073549747467,0.537308931350708,1.065632939338684,1.096731185913086,1.9091274738311768
55,0.9600033760070801,0.168583482503891,0.4685547351837158,0.4992709457874298,0.38360628485679626,0.6868270635604858,0.5486113429069519,1.099724531173706,1.1291335821151733,1.994174838066101
56,0.9609852433204651,0.16555622220039368,0.46109017729759216,0.49151256680488586,0.36774346232414246,0.6858041286468506,0.5641106367111206,1.145308494567871,1.1767325401306152,2.233675956726074
57,0.9619171619415283,0.16096249222755432,0.4477086067199707,0.4779049754142761,0.35286539793014526,0.6867589950561523,0.5525510311126709,1.1051899194717407,1.1351053714752197,2.039640188217163
58,0.9610227942466736,0.16728346049785614,0.46671009063720703,0.49648821353912354,0.38362008333206177,0.6914826035499573,0.545677900314331,1.101519227027893,1.1312934160232544,2.0354676246643066
59,0.9621272087097168,0.16244074702262878,0.45323583483695984,0.48308002948760986,0.36235445737838745,0.6932171583175659,0.5389198064804077,1.0759308338165283,1.105831503868103,1.9647890329360962
60,0.9645488858222961,0.15893851220607758,0.44700703024864197,0.47607678174972534,0.3480067551136017,0.6813173890113831,0.5719836354255676,1.1636624336242676,1.194732666015625,2.219017267227173
61,0.9647654294967651,0.15802006423473358,0.4444808065891266,0.47665584087371826,0.341962069272995,0.6990716457366943,0.5335432291030884,1.0719422101974487,1.102643609046936,1.9702671766281128
62,0.9651272296905518,0.15822970867156982,0.44598644971847534,0.4754306972026825,0.3511035144329071,0.701587438583374,0.5334126353263855,1.0781593322753906,1.1071856021881104,2.0132086277008057
63,0.9651186466217041,0.1576080024242401,0.44420474767684937,0.4763810932636261,0.34280654788017273,0.6900609135627747,0.5433516502380371,1.086073637008667,1.115640640258789,1.9461040496826172
64,0.9660823345184326,0.15697303414344788,0.44409382343292236,0.474281907081604,0.3419431149959564,0.6906996369361877,0.536643922328949,1.068125605583191,1.0988041162490845,1.929240107536316
65,0.9675526022911072,0.1539570391178131,0.43740367889404297,0.46700549125671387,0.32942721247673035,0.7011566162109375,0.5299481153488159,1.0700324773788452,1.0991851091384888,1.9718819856643677
66,0.966988205909729,0.15343500673770905,0.43443992733955383,0.4641243517398834,0.3269062042236328,0.6997154355049133,0.5257722735404968,1.052000880241394,1.0806658267974854,1.8777543306350708
67,0.9681315422058105,0.15298128128051758,0.43553146719932556,0.46488985419273376,0.3312436044216156,0.7012318968772888,0.5309746861457825,1.0731793642044067,1.1030299663543701,1.9724619388580322
68,0.9689478874206543,0.14867600798606873,0.4230893552303314,0.4521924555301666,0.31293490529060364,0.6894892454147339,0.5365734100341797,1.061182975769043,1.090137243270874,1.9481855630874634
69,0.9700663685798645,0.14518305659294128,0.41409915685653687,0.4431193470954895,0.30085617303848267,0.6948976516723633,0.531810462474823,1.058103084564209,1.086743950843811,1.9349178075790405
70,0.9689512848854065,0.15019269287586212,0.42817506194114685,0.4586716592311859,0.3189554214477539,0.6965672969818115,0.5525741577148438,1.1281667947769165,1.1591486930847168,2.1446330547332764
71,0.9707863330841064,0.1475459337234497,0.42371678352355957,0.4527897536754608,0.31225016713142395,0.6993237137794495,0.5424383878707886,1.1029785871505737,1.1301512718200684,2.0207297801971436
72,0.9713107347488403,0.14031429588794708,0.4009811580181122,0.43067997694015503,0.28341934084892273,0.6928898692131042,0.5477170348167419,1.1079672574996948,1.1384153366088867,2.1176764965057373
73,0.9718244075775146,0.14395371079444885,0.41412466764450073,0.4420108199119568,0.3008236587047577,0.6918769478797913,0.5584219098091125,1.136028528213501,1.1661511659622192,2.214508056640625
74,0.9699522256851196,0.14548173546791077,0.4151783585548401,0.4463212788105011,0.30283647775650024,0.695061981678009,0.5417910218238831,1.0898590087890625,1.1202709674835205,2.0305533409118652
75,0.9711368680000305,0.14142093062400818,0.40423548221588135,0.43539541959762573,0.2906646430492401,0.6932903528213501,0.5352348685264587,1.069145917892456,1.1012187004089355,1.9864740371704102
76,0.9725122451782227,0.14677871763706207,0.4252663552761078,0.4545053243637085,0.31028297543525696,0.6962469220161438,0.5375170111656189,1.0812878608703613,1.1101964712142944,2.007970094680786
77,0.9728862643241882,0.1366383135318756,0.39212024211883545,0.4219459593296051,0.2709929645061493,0.6895811557769775,0.5358054637908936,1.0633052587509155,1.0913740396499634,1.9328614473342896
78,0.9742882251739502,0.13868121802806854,0.4022220969200134,0.4308563768863678,0.2772292196750641,0.6992597579956055,0.5226609110832214,1.0408891439437866,1.0689077377319336,1.8534059524536133
79,0.9740917682647705,0.1397092044353485,0.4051714539527893,0.43359488248825073,0.2811524569988251,0.6961351037025452,0.5369815826416016,1.0804709196090698,1.1078821420669556,1.9634684324264526
80,0.9748450517654419,0.13915370404720306,0.4051983952522278,0.4324292838573456,0.28249791264533997,0.689301073551178,0.5474897027015686,1.096131443977356,1.1237236261367798,2.0551540851593018
81,0.9743393659591675,0.13722583651542664,0.3975405693054199,0.42576465010643005,0.2740510106086731,0.6986678838729858,0.5225464105606079,1.0429503917694092,1.0708844661712646,1.86328125
82,0.9748919010162354,0.13523860275745392,0.39218682050704956,0.4204903841018677,0.2706572115421295,0.6948181986808777,0.5362770557403564,1.0762932300567627,1.1037338972091675,1.9187239408493042
83,0.9748393893241882,0.13859044015407562,0.4034540057182312,0.431426078081131,0.2824866473674774,0.691409707069397,0.550128161907196,1.1129016876220703,1.1439099311828613,2.1484122276306152
84,0.9758761525154114,0.13344049453735352,0.3884885609149933,0.41618937253952026,0.2649616003036499,0.6957746744155884,0.5339381098747253,1.0686980485916138,1.0947238206863403,1.9564930200576782
85,0.9758672714233398,0.13660235702991486,0.39902111887931824,0.4262295663356781,0.2743412256240845,0.6964688897132874,0.5326177477836609,1.0715889930725098,1.1008293628692627,2.0096943378448486
86,0.9758034348487854,0.13800334930419922,0.4035259485244751,0.4311557114124298,0.2854517698287964,0.6960498094558716,0.542592465877533,1.100037693977356,1.1292003393173218,2.118818998336792
87,0.976119339466095,0.1381557285785675,0.40486031770706177,0.4322018325328827,0.28359368443489075,0.6915037631988525,0.5484561920166016,1.1105009317398071,1.139696717262268,2.151090383529663
88,0.9772480130195618,0.1311638057231903,0.3841293454170227,0.4134487211704254,0.2570625841617584,0.6968560218811035,0.5302574038505554,1.056750774383545,1.0850552320480347,1.883934497833252
89,0.9770984053611755,0.1340254545211792,0.3933885097503662,0.419727623462677,0.26548880338668823,0.6968879699707031,0.5343582630157471,1.0712422132492065,1.0958688259124756,1.955915093421936
90,0.9784393310546875,0.13034315407276154,0.3841629922389984,0.41185423731803894,0.2594265639781952,0.7033931016921997,0.5388138294219971,1.1031854152679443,1.130089521408081,2.0445973873138428
91,0.9772008657455444,0.132319837808609,0.3879427909851074,0.4152646064758301,0.26218482851982117,0.7022602558135986,0.526974618434906,1.0601640939712524,1.088252305984497,1.9341775178909302
92,0.9778578877449036,0.12675219774246216,0.37077271938323975,0.3972693681716919,0.24263311922550201,0.7026309370994568,0.5401083827018738,1.10504150390625,1.1341389417648315,2.101242780685425
93,0.9774616956710815,0.13589534163475037,0.4003356397151947,0.4285483658313751,0.279281884431839,0.7023747563362122,0.5270365476608276,1.0614537000656128,1.0900895595550537,1.993817687034607
94,0.9776459336280823,0.13437418639659882,0.39573633670806885,0.42363864183425903,0.271010160446167,0.6998240351676941,0.5341570973396301,1.0773159265518188,1.1062346696853638,1.975640058517456
95,0.9784363508224487,0.12614156305789948,0.37017762660980225,0.39787283539772034,0.2400403618812561,0.7017557621002197,0.5264724493026733,1.0601003170013428,1.0892152786254883,1.9634493589401245
96,0.979013979434967,0.12679392099380493,0.3736078143119812,0.40166524052619934,0.24461404979228973,0.6950492858886719,0.5345298051834106,1.0660892724990845,1.092902421951294,1.955088496208191
97,0.9783105850219727,0.13182635605335236,0.3890082538127899,0.4160517156124115,0.2597748935222626,0.6986547112464905,0.5246121287345886,1.0453989505767822,1.0722655057907104,1.8636919260025024
98,0.9798411726951599,0.1243850439786911,0.3675515651702881,0.39393702149391174,0.23625166714191437,0.7017582654953003,0.5194348096847534,1.0358502864837646,1.0627583265304565,1.8521084785461426
99,0.9802573323249817,0.12406901270151138,0.36744052171707153,0.39433956146240234,0.2294297218322754,0.7050174474716187,0.5207542777061462,1.0443388223648071,1.071218490600586,1.8612687587738037
100,0.9795261025428772,0.1273895651102066,0.37682026624679565,0.40609851479530334,0.24724312126636505,0.6998955011367798,0.533202588558197,1.0767943859100342,1.1068352460861206,1.9889333248138428
101,0.9798269271850586,0.12173805385828018,0.3588511049747467,0.3886919319629669,0.22425398230552673,0.6933377385139465,0.5375807285308838,1.0769622325897217,1.105348825454712,1.939091444015503
102,0.9808046221733093,0.12570598721504211,0.37417367100715637,0.4038265645503998,0.2426120787858963,0.7014590501785278,0.5328900218009949,1.076621651649475,1.1067787408828735,2.023844003677368
103,0.9799218773841858,0.12604402005672455,0.37329643964767456,0.4035135507583618,0.23963381350040436,0.6972325444221497,0.5295978784561157,1.0609663724899292,1.0909185409545898,1.9547326564788818
104,0.9805684089660645,0.1260574609041214,0.37481340765953064,0.4037686884403229,0.24204634130001068,0.6972855925559998,0.5291892290115356,1.0566092729568481,1.0844069719314575,1.9054707288742065
105,0.9804977774620056,0.12372032552957535,0.3668929934501648,0.3949086368083954,0.2359180450439453,0.696614146232605,0.5268296599388123,1.0458966493606567,1.073464274406433,1.8982319831848145
106,0.9796280264854431,0.1289338320493698,0.3822338879108429,0.4101197421550751,0.2499990463256836,0.6954401135444641,0.5344850420951843,1.0704641342163086,1.1000677347183228,1.9643948078155518
107,0.9798883199691772,0.12586452066898346,0.3726493716239929,0.40148255228996277,0.24307483434677124,0.6903887987136841,0.5438300967216492,1.0903193950653076,1.1203029155731201,2.0617475509643555
108,0.9810407757759094,0.12142644077539444,0.3605163097381592,0.3909214735031128,0.22542820870876312,0.7014028429985046,0.5270053148269653,1.061400055885315,1.0903977155685425,1.9363476037979126
109,0.9812754392623901,0.12169110029935837,0.36196085810661316,0.39062735438346863,0.23339904844760895,0.7003815770149231,0.5261915326118469,1.0547102689743042,1.0834494829177856,1.9467946290969849
110,0.9811195135116577,0.12277927994728088,0.3651745617389679,0.3941617012023926,0.23160503804683685,0.7042157649993896,0.5226778984069824,1.051923155784607,1.082093358039856,1.9300484657287598
111,0.981962263584137,0.12039945274591446,0.3592411279678345,0.3869692385196686,0.2242753654718399,0.7048079967498779,0.5208645462989807,1.0453683137893677,1.0712218284606934,1.8529695272445679
112,0.9818469882011414,0.12081117928028107,0.3603769540786743,0.38753747940063477,0.2271413803100586,0.7014184594154358,0.532724916934967,1.074773907661438,1.1026510000228882,1.9497274160385132
113,0.9822397232055664,0.12140825390815735,0.36332064867019653,0.3911803364753723,0.22707797586917877,0.7033436894416809,0.5216799974441528,1.0480328798294067,1.076258897781372,1.8985956907272339
114,0.9816343188285828,0.12475397437810898,0.37305954098701477,0.40131402015686035,0.23731088638305664,0.6974664330482483,0.533337414264679,1.0718191862106323,1.0997511148452759,1.9812825918197632
115,0.9808765053749084,0.1253257393836975,0.37318819761276245,0.4037529230117798,0.24469339847564697,0.7041544914245605,0.530663013458252,1.0818217992782593,1.1127535104751587,2.0122368335723877
116,0.9820324778556824,0.12501905858516693,0.3747803270816803,0.40391215682029724,0.23522353172302246,0.7052739262580872,0.5420181751251221,1.1186126470565796,1.145322322845459,2.0652575492858887
117,0.9826411008834839,0.11649182438850403,0.34783515334129333,0.37537723779678345,0.2113153636455536,0.7043180465698242,0.5342816710472107,1.0897761583328247,1.11674165725708,1.991733431816101
118,0.9832856059074402,0.12076282501220703,0.3635757565498352,0.39093050360679626,0.22615329921245575,0.7089719176292419,0.5161998867988586,1.0393867492675781,1.06779944896698,1.8704031705856323
119,0.9823276996612549,0.12510080635547638,0.375822514295578,0.4042450487613678,0.2425878494977951,0.7069218754768372,0.5202138423919678,1.0478769540786743,1.0744705200195312,1.8541454076766968
120,0.9833735823631287,0.11989641189575195,0.36085835099220276,0.3886139392852783,0.2234095185995102,0.6960639357566833,0.538486897945404,1.08989417552948,1.1181572675704956,2.036167621612549
121,0.98167484998703,0.1254713237285614,0.3754546344280243,0.4047882556915283,0.24584436416625977,0.709665060043335,0.5121020674705505,1.0292130708694458,1.0568679571151733,1.8108935356140137
122,0.9838815927505493,0.11723773926496506,0.3534812331199646,0.37994682788848877,0.2168266624212265,0.7106778621673584,0.5143802762031555,1.0379393100738525,1.0633184909820557,1.8386367559432983
123,0.9825301766395569,0.12236286699771881,0.36715444922447205,0.39457422494888306,0.23216085135936737,0.7008872628211975,0.5283626914024353,1.0708800554275513,1.099938988685608,1.982361078262329
124,0.983898401260376,0.11640331894159317,0.35048550367355347,0.3775876462459564,0.21455273032188416,0.7135016322135925,0.5089914798736572,1.0290905237197876,1.058084487915039,1.8341199159622192
125,0.9830634593963623,0.11958961188793182,0.35912463068962097,0.3883107006549835,0.22186440229415894,0.7076385617256165,0.5161146521568298,1.0390676259994507,1.0668617486953735,1.8527071475982666
126,0.9836068749427795,0.11796825379133224,0.35515642166137695,0.38338255882263184,0.2187199890613556,0.7022789716720581,0.5190259218215942,1.0363231897354126,1.06398344039917,1.8475987911224365
127,0.9832428693771362,0.12215172499418259,0.36803653836250305,0.39674586057662964,0.23075003921985626,0.7081047296524048,0.5316966772079468,1.0896568298339844,1.1171514987945557,1.9732903242111206
128,0.9840527772903442,0.11692371964454651,0.3525063991546631,0.3796108365058899,0.2171306014060974,0.7016445994377136,0.5231826305389404,1.0517821311950684,1.0785366296768188,1.886132836341858
129,0.9837899804115295,0.11801518499851227,0.35558342933654785,0.38318973779678345,0.2140391618013382,0.7071900963783264,0.5231096148490906,1.0593276023864746,1.0878139734268188,1.942836880683899
130,0.9838598370552063,0.11521945148706436,0.34640493988990784,0.37398868799209595,0.20718266069889069,0.7077345252037048,0.5252658128738403,1.0670517683029175,1.0946487188339233,1.963955283164978
131,0.9844655990600586,0.11337116360664368,0.3416733741760254,0.3683304786682129,0.20238617062568665,0.6980144381523132,0.5301657319068909,1.0631548166275024,1.0905431509017944,1.951532006263733
132,0.983538031578064,0.11636926978826523,0.3496890068054199,0.3779257535934448,0.2117462307214737,0.7029834985733032,0.5250899791717529,1.060672640800476,1.0889419317245483,1.934930443763733
133,0.9843465685844421,0.11642622202634811,0.35157060623168945,0.37799420952796936,0.21446886658668518,0.7086788415908813,0.5295798182487488,1.0805027484893799,1.1097232103347778,2.037081718444824
134,0.9845675230026245,0.11181318014860153,0.3366546928882599,0.3646964132785797,0.1993102878332138,0.7063791751861572,0.5173254013061523,1.0356818437576294,1.0633269548416138,1.8706769943237305
135,0.9845187664031982,0.11681794375181198,0.35323163866996765,0.3817889392375946,0.21537485718727112,0.7097184658050537,0.510310709476471,1.0254095792770386,1.0528680086135864,1.8037456274032593
136,0.9840024709701538,0.11709944903850555,0.35298046469688416,0.3798799514770508,0.214945986866951,0.7041083574295044,0.522107720375061,1.0457415580749512,1.074209451675415,1.9232547283172607
137,0.9849082231521606,0.10850407183170319,0.32652971148490906,0.35407018661499023,0.18622058629989624,0.6981707811355591,0.526424765586853,1.0523396730422974,1.0795745849609375,1.9209403991699219
138,0.9844788312911987,0.11641576886177063,0.35188525915145874,0.38010546565055847,0.21317707002162933,0.700266420841217,0.5250074863433838,1.0540457963943481,1.0824285745620728,1.867903232574463
139,0.9853269457817078,0.11327061802148819,0.34365251660346985,0.3708387315273285,0.20546576380729675,0.7042444348335266,0.5237083435058594,1.0560303926467896,1.0844991207122803,1.9396873712539673
140,0.9848132133483887,0.11505107581615448,0.3480587303638458,0.376363068819046,0.21177178621292114,0.7045407891273499,0.5149001479148865,1.0290884971618652,1.055883765220642,1.8313666582107544
141,0.9848361015319824,0.11637614667415619,0.35254883766174316,0.37966272234916687,0.21584001183509827,0.7085532546043396,0.5369950532913208,1.1085344552993774,1.137391448020935,2.138474941253662
142,0.9852239489555359,0.11253984272480011,0.3406139612197876,0.3679097592830658,0.20245890319347382,0.7054057121276855,0.5279436707496643,1.0705249309539795,1.1000275611877441,1.9767217636108398
143,0.9849866628646851,0.11105240136384964,0.33522650599479675,0.36282992362976074,0.19488535821437836,0.7093337774276733,0.5186992287635803,1.0467239618301392,1.0713093280792236,1.8429803848266602
144,0.9852945804595947,0.11465323716402054,0.3479434847831726,0.3734417259693146,0.20710527896881104,0.7030668258666992,0.5223090052604675,1.0442407131195068,1.0718870162963867,1.8639123439788818
145,0.9851880073547363,0.11145167797803879,0.3369181752204895,0.3655448853969574,0.20116949081420898,0.7089594602584839,0.5163043737411499,1.0383082628250122,1.0666100978851318,1.8550652265548706
146,0.9857977032661438,0.11112413555383682,0.33726945519447327,0.3640245795249939,0.19697993993759155,0.7017792463302612,0.5219179391860962,1.0458403825759888,1.0714493989944458,1.843434453010559
147,0.9852622747421265,0.11273539066314697,0.34141308069229126,0.36992841958999634,0.19907383620738983,0.7031533718109131,0.5279604196548462,1.0698779821395874,1.0967611074447632,1.9204623699188232
148,0.9849829077720642,0.11683910340070724,0.35440823435783386,0.3821588456630707,0.2178700715303421,0.7040249705314636,0.5220039486885071,1.0464048385620117,1.0747426748275757,1.8833322525024414
149,0.9852102398872375,0.11242546886205673,0.34039926528930664,0.3699241876602173,0.19737745821475983,0.7072604894638062,0.5189375877380371,1.0441958904266357,1.0713529586791992,1.8327823877334595
150,0.9855660200119019,0.11017575860023499,0.3335786461830139,0.36155542731285095,0.19200529158115387,0.7076409459114075,0.5164375901222229,1.037436842918396,1.0648164749145508,1.8603047132492065
151,0.985392153263092,0.11316999047994614,0.3431204557418823,0.37112435698509216,0.20622025430202484,0.7014499306678772,0.5287933349609375,1.0686686038970947,1.0961360931396484,1.9719408750534058
152,0.9855731129646301,0.11360234767198563,0.3449968993663788,0.3729608654975891,0.20215009152889252,0.6980239152908325,0.524519145488739,1.0469164848327637,1.0734524726867676,1.8860347270965576
